path,ext,width_px,height_px,feature,sha1
icon_bar_transmission_24_ani.png,.png,72,72,,b4298b203b1d8ba411856eb7e25281b2a3df62a5
icon_bar_transmission_24_ani_dark.png,.png,72,72,,7a2aa2a91015a9351d11a660a228121b45a9f3bd
icon_bar_voice_24@2x.png,.png,48,48,voice,0ba8259c73c61b7b0fc5837fc6dd79417e9673d5
icon_bar_voice_24@3x.png,.png,72,72,voice,e7005ff91fbf27e4441d2cb6700d6e88078e6d29
icon_bar_write_24@2x.png,.png,48,48,handwriting,9923f4ba7d9674bf7b586f369357a19fb46978e7
icon_bar_write_24@3x.png,.png,72,72,handwriting,881eebef5aaedcba464a3455aa56cd1ac20bf084
icon_bar_zoom_out_24@2x.png,.png,48,48,,d705670ebc641b3460154efe652416af5877d7ae
icon_bar_zoom_out_24@3x.png,.png,72,72,,17351375e142fca64a6a8148ad2b29c6fb1ecf62
icon_bookVideo_card_gzh.png,.png,42,42,,7774e85a9e246a6ae1f8da51d876bf2ac29b739c
icon_bookVideo_card_sph.png,.png,42,42,,df6d62bcb7c120a16a72f4619e388ba0322c5ec1
icon_bookVideo_card_xcx.png,.png,42,42,,273c222f9a34375d0fd83b7f21cc38c6ee55be79
icon_bookVideo_ph.png,.png,192,270,,b483ecc65693aa56afc6fd12f079256eb1ce65c0
icon_bookVideo_ph_dark.png,.png,192,270,,d46b67c50df6e135bc064eda5761f0d68f788ead
icon_bookvideo_ani_baike.png,.png,108,108,,ec144e2b06473b083e92ad74f88f6d4a4ec5d519
icon_bookvideo_ani_baike_dark.png,.png,108,108,,defa40a8071deb0ee773cc779401184b52edb088
icon_bookvideo_ani_book.png,.png,108,108,,22ac0ed37e7cbdcccf9928ac88d173b14166f96a
icon_bookvideo_ani_book_dark.png,.png,108,108,,56644ceeeba65b7354c929f203b2b965ea7f7c8a
icon_bookvideo_ani_finder.png,.png,108,108,,25fa8d6a3018c6048fe7a2212bb96822f5a3d5d0
icon_bookvideo_ani_finder_dark.png,.png,108,108,,8e50262cbd2b90a5d4f606ecb71374b8cc88ec18
icon_bookvideo_ani_greeting.png,.png,108,108,,e7fb6ad113f81b6b72266f750ef706440a6a30e0
icon_bookvideo_ani_greeting_dark.png,.png,108,108,,054f4da168402add571547ecc385f824eb637e0c
icon_bookvideo_ani_gzh.png,.png,108,108,,fae6b0877aae7fc160b222e1d5a79a712a967739
icon_bookvideo_ani_gzh_dark.png,.png,108,108,,1a77b744d04991503699e22ef3c2b7517aeb9c73
icon_bookvideo_ani_hot.png,.png,108,108,,9cbf69b5b9f2ae7e15ed6e90587c264fc7735708
icon_bookvideo_ani_hot_dark.png,.png,108,108,,a4111d2e2f867c74e1fa0e3f76fde5f7c27b22e4
icon_bookvideo_ani_location.png,.png,108,108,,4a2be3542acb98f799d8fa55a75ea9bb1ac268c3
icon_bookvideo_ani_location_dark.png,.png,108,108,,a720009cc8ee91f8c73bd55ca5d9826d8fb2cc4a
icon_bookvideo_ani_miniprogram.png,.png,108,108,,c66e515a42148ccf921088df97544139b3c4024b
icon_bookvideo_ani_miniprogram_dark.png,.png,108,108,,67cbfe33a4fe1d0d7aad5392f9c80d0868abfeda
icon_bookvideo_ani_movie.png,.png,108,108,,2297215f57bbdcf57f8c43e591ef44687bc86016
icon_bookvideo_ani_movie_dark.png,.png,108,108,,8f5787d5bff2abf04a2f874eb3df637418c85f56
icon_bookvideo_ani_music.png,.png,108,108,,6f2803556683e32c716a2aac9f8f0732dc2bbd52
icon_bookvideo_ani_music_dark.png,.png,108,108,,a35bdb15ab7696fc39011d5c7b2d02c6e0d61721
icon_bookvideo_ani_stock.png,.png,108,108,,977489849252ec4d4216dd28f93dbb02be45a4a6
icon_bookvideo_ani_stock_dark.png,.png,108,108,,7ec23c95e291cf19479b1a632daf5905138b7d76
icon_bookvideo_ani_word_trans.png,.png,108,108,,431a2e0dbc0e780b29c7802b05df4c7c490036bc
icon_bookvideo_ani_word_trans_dark.png,.png,108,108,,4ccde3437b38cc7e3e769d2f183d8f072c1265fe
icon_bookvideo_book.png,.png,72,72,,eb0d1808b69e97807d71fddff53d258715bf6704
icon_bookvideo_bookrate_1.png,.png,126,51,,c4887eb53ac526ed7e83c7b3543c6d7b32181b14
icon_bookvideo_bookrate_2.png,.png,192,51,,3287c185909f2a116328f952d11670d1801cdf3b
icon_bookvideo_bookrate_3.png,.png,192,51,,f8cf010710de56d53b7cc462cd4d4e8d21ceb190
icon_bookvideo_bookrate_4.png,.png,192,51,,88bb3c5161b84ac7654f0d61e5a5b1526bb74338
icon_bookvideo_bookrate_5.png,.png,192,51,,21fda95ec22e20742c4a28d0ba0c25d3d148db1f
icon_bookvideo_bookrate_6.png,.png,192,51,,9dbed08f6350db0dd6535989a2732f94a09afcc4
icon_bookvideo_bookrate_7.png,.png,192,51,,d8fed05990e91945b07333ce967619717d8eeaa0
icon_bookvideo_empty.png,.png,156,156,,5076d5efdaec2aacdbe80e4605e4fffca8670646
icon_bookvideo_finder.png,.png,72,72,,5724289f1b8997239af429d9785d0d0825f9e9b1
icon_bookvideo_greeting@2x.png,.png,48,48,,267be4cc1bbab737330556fa2db38c337a592f51
icon_bookvideo_greeting@3x.png,.png,72,72,,fb1628d5598dfc228b430703d91c84837d049ab3
icon_bookvideo_gzh.png,.png,72,72,,1b30966bb4a3273440f9a68af06693a676ca3742
icon_bookvideo_hot.png,.png,72,72,,ad1680f700ea03ded212bd59db2bab48de8fb930
icon_bookvideo_location.png,.png,72,72,,9491627dbc586bb0311f3951dde33ef113aa1b29
icon_bookvideo_logo_baike.png,.png,36,36,,e7096bf0b08bb232a83ff3f46ba419fba8ffe0f8
icon_bookvideo_logo_douban.png,.png,36,36,,c91075109dae43657bcdeea9f7ce045b8717358a
icon_bookvideo_logo_maoyan.png,.png,36,36,,504a27c7469c792884a7e231564534c51663d7ef
icon_bookvideo_logo_qqmusic.png,.png,36,36,,e7dc7f8a6c01630bc89f1150f214c8f5b52f06e5
icon_bookvideo_logo_weread.png,.png,36,36,,1200df25f6f7504e6fbce88a6ea3faa684fe73ec
icon_bookvideo_miniprogram.png,.png,72,72,,d9246de35638516459fb7cec07d84ae92a607dfb
icon_bookvideo_movie.png,.png,72,72,,614420157a2693e1f89dcbd889c8195fb177aa8a
icon_bookvideo_music.png,.png,72,72,,fe29da857708ed727b30f9dc16f7211752226c4e
icon_bookvideo_quicksend@2x.png,.png,48,48,transfer,4279620efec4e0ea75d481b4ff917d8e2d52a209
icon_bookvideo_quicksend@3x.png,.png,72,72,transfer,c7df8dd41d9f827335438b2a60701b7c07d8a7f7
icon_bookvideo_quotationmarks.png,.png,66,48,,a42296fdf3c4de585e1269d5cbb45493c1492c65
icon_bookvideo_quotationmarks_dark.png,.png,66,48,,c18814561dc0617f4cd2b69f8fa4c88ab1c41443
icon_bookvideo_refresh@2x.png,.png,48,48,,4efef503a2f638cb1f7e189a5f55f75639659e82
icon_bookvideo_refresh@3x.png,.png,72,72,,65e242644e1ba56350f5927276e97b310e6e2f22
icon_bookvideo_share@2x.png,.png,48,48,,4cad207f0bbeabe18d1728b7b8bc523d9277e9fe
icon_bookvideo_share@3x.png,.png,72,72,,719df8fa27d1a4e00f5b4d98f8feeace1e07a273
icon_bookvideo_star@2x.png,.png,22,20,,c839fc58ad042b0a0c7a02148babf04adef2128e
icon_bookvideo_star@3x.png,.png,33,30,,496336e3b0c16f00ef4c9efe0f5debf6a58adb29
icon_bookvideo_stock.png,.png,72,72,,feb845e579b2a53614645551c436ab3ffde8e721
icon_bookvideo_stock@2x.png,.png,48,48,,fa10323aea0c9dd822d1e4de6d4c4fec3c7c1848
icon_bookvideo_stock@3x.png,.png,72,72,,4277e006c317d6a03c6700efb3bdb7295625383d
icon_bookvideo_tab_baike.png,.png,90,90,,ef1abf94dbf8d18c9e6637493842b99d81109e9a
icon_bookvideo_tab_book.png,.png,90,90,,e6fddc00dfe98b5265d8c2f91b63e3c4715860f3
icon_bookvideo_tab_greeting.png,.png,90,90,,baceee7ed4f0d001c19d0cf1fe894b5484f91e0a
icon_bookvideo_tab_miniprogram.png,.png,90,90,,a3979d8217e5d3c269d36413de1f36ec70175e81
icon_bookvideo_tab_movie.png,.png,90,90,,ba36bdbce1c227f5b85d1781e1a7fcfc33f5d38d
icon_bookvideo_tab_music.png,.png,90,90,,87d5a904138000f930e67c885c5029248055f635
icon_bookvideo_tab_publicaccount.png,.png,90,90,,0cd6aecfd9ee29ffecf63452aaea366c4b220fe0
icon_bookvideo_tab_videoaccount.png,.png,90,90,,bc51c8328795f31342fa309fd7cecf3552795b9a
icon_bookvideo_word_trans@2x.png,.png,48,48,,a9c34cf66408067382251bf7956b8d11f5b8e412
icon_bookvideo_word_trans@3x.png,.png,72,72,,faf26084cb2226ea6bd9b5c8fd48dcbc11833137
icon_button_emojicustomize@2x.png,.png,40,40,emoji,af3b72ae6cd4376e2b20d3924992bb2ac15bd459
icon_button_emojicustomize@3x.png,.png,60,60,emoji,61b52dd3398a5ebf9fbc7d399622b37d95907909
icon_candidate_aixin.png,.png,108,108,candidate,d186bad26b170d01827220271c3ae833bbacea3f
icon_candidate_ani_ai.png,.png,108,108,candidate,d8e9284838465e5313c0de0e889d4cc1efbd380d
icon_candidate_ani_ai_dark.png,.png,108,108,ai,a051e091e97ac8b4b94acfc16b037d486c23ac7a
icon_candidate_ani_drawing.png,.png,108,108,handwriting,62c1dbd25ae81afa02b5cf6166ed3d83f96fc3df
icon_candidate_ani_drawing_dark.png,.png,108,108,handwriting,44c0ac85324e66b8c41481f9719ade75a3a8795e
icon_candidate_ani_font.png,.png,108,108,candidate,7854ab03d1d229a7e1509138b11001f0c5ea0552
icon_candidate_ani_font_dark.png,.png,108,108,candidate,42f86642eee5e697ab1bb593a3bf7a24fd515194
icon_candidate_ani_game.png,.png,108,108,candidate,b9ee587e67a629e0e2b903b33d773c1a2f5e9f70
icon_candidate_ani_game_dark.png,.png,108,108,candidate,de25aa0c0fc92e494ca7ea44707609eabd78aaed
icon_candidate_ani_handwrite.png,.png,108,108,handwriting,1dfa5dcea5256fd09ae40525098ce91f4325a29e
icon_candidate_ani_handwrite_dark.png,.png,108,108,handwriting,a2104c784beaf8caed8bd4df88851f29516f36e8
icon_candidate_ani_textpolish.png,.png,108,108,ai,ba8de9a6bec4774b207d903dd75acf1854b7fbb9
icon_candidate_ani_textpolish_dark.png,.png,108,108,ai,ec11ab966e093a47ea946fdfae6914d33615c80d
icon_candidate_ani_transfer.png,.png,324,324,candidate,4bf5c995cf581acdae8297f4085d33a02357055c
icon_candidate_ani_transfer_dark.png,.png,324,324,candidate,f39414f0638b707de07b5ba3016385553f3dc4f6
icon_candidate_app_26@2x.png,.png,52,52,candidate,b3268bcac3a22220a2b6e014666af41409f1fd12
icon_candidate_app_26@3x.png,.png,78,78,candidate,23dae8408eb50de17547a09ed9ec2070f7565b74
icon_candidate_arrow@2x.png,.png,48,48,candidate,b0d5c81c7b9930e7e2b63850ed18fd8b30f95f0e
icon_candidate_arrow@3x.png,.png,72,72,candidate,f60d59b171f118a4f9ba67ee8025998ecb46ac3f
icon_candidate_bianpao.png,.png,108,108,candidate,e61ad568139ab390ae378455cb2060c4509a25f8
icon_candidate_bianpaoyanhua.png,.png,108,108,candidate,8583cfccd2cde2671157421f7343c44f2bc273bf
icon_candidate_choose_words@2x.png,.png,56,56,candidate,d4fe2a6c180cc498923a224b736044e38f2ded58
icon_candidate_choose_words@3x.png,.png,84,84,candidate,854877c4937f66b6e886ccbfc567599db2c1b80d
icon_candidate_qingzhu.png,.png,108,108,candidate,dfbd638996e6ca8ba8f463339b34ece5b69de89c
icon_candidate_word_ai@2x.png,.png,56,56,candidate,a5fc28756c9317ae2a2c5eddb05ac73063e890cd
icon_candidate_word_ai@3x.png,.png,84,84,candidate,16ada9ba419382f0e6ae3fa5d1c08f741f604e31
icon_candidate_yanhua.png,.png,108,108,candidate,2be4fd4d366449f9d964ea96f595a86628ddbbe9
icon_candidate_zhadan.png,.png,108,108,candidate,d38cad0cffbad6ecde55d7b59eb906975cc02b57
icon_cardbg_phrase@2x.png,.png,136,136,,092fee173eb8fd7ce18825105f6ff8e856074a7e
icon_cardbg_phrase@3x.png,.png,204,204,,8aa5cde318d44f63f8dc763c7cc8bc92ca55a195
icon_checkbox_checked@2x.png,.png,28,28,,50e36a9c2af23cb6fe85a98ce04cc3a46f234e5c
icon_checkbox_checked@3x.png,.png,42,42,,d89ce30c1e168c29d12298233355f89abbdf660c
icon_checkbox_unchecked@2x.png,.png,28,28,,e30da2460159f1cac3f1270b839018fffe360342
icon_checkbox_unchecked@3x.png,.png,42,42,,87fe9a2140fc553725f433998ad6bf19f2c99bf1
icon_cloud@2x.png,.png,28,28,,c651294bab9d0f464352c839567f07e4af25a212
icon_cloud@3x.png,.png,42,42,,fc1a526322bd69160ede2d64d09111cf9645b9b0
icon_common_back@2x.png,.png,72,32,,c634f8f2cf89abfbdf0fa69c1ad3b7a790a38c16
icon_common_back@3x.png,.png,108,48,,d01f8dd60d5006af74ffc106a8606b3926257950
icon_common_words@2x.png,.png,32,32,,38412f1da7b1b6c6a3e8d0172424257654e5f00e
icon_common_words@3x.png,.png,48,48,,2867f8077d5fbc901be341511cc012c3324353c9
icon_common_words_finish@2x.png,.png,32,32,,bac13284458ee9e69d2de6e9f537dc6d64d0e32a
icon_common_words_finish@3x.png,.png,48,48,,10db306516b39a805c48c21665626b1c631000a0
icon_complete@2x.png,.png,40,40,,cf18e580a5fd00faa8118f7be182e4fc5eb46411
icon_complete@3x.png,.png,60,60,,10ea1ca8297b672da108d4556334c2069b4049f6
icon_computer@2x.png,.png,200,128,,4ad710a35aaf61e10cdb6c0d3fa74276d1590adc
icon_computer@3x.png,.png,301,192,,8a76befdbf5a7afa7960bd0d8b87fd9ca0440a1e
icon_corner_airec@2x.png,.png,20,20,,7a1ae983d68e7eba02234cff8fe0f8bbe778210a
icon_corner_airec@3x.png,.png,30,30,,ff716d2846215964d2c8996c724002b2d7945775
icon_corner_hotword2@2x.png,.png,20,20,,f6570f3b0e17cf6948bd5d9039db9008ccf70bf8
icon_corner_hotword2@3x.png,.png,30,30,,cd17fb57ee12696819a4dfaba0819b3072a0f0b1
icon_corner_hotword@2x.png,.png,20,20,,952a5cd199b05434db63671c252b73a3734db3ff
icon_corner_hotword@3x.png,.png,30,30,,c0ba41f57e042d996533dcd0ddfe451eb03b13a8
icon_corner_hotword_expanded@2x.png,.png,28,28,,7fcae73dad16ad0f7154b6c23969a56bff984604
icon_corner_hotword_expanded@3x.png,.png,42,42,,e78892ba0eb24ec74c007d0d3c3c49986d742047
icon_corner_plus@2x.png,.png,20,20,,e845a22fb6e0a674ff83fa72797ce818820a9c46
icon_corner_plus@3x.png,.png,30,30,,015858a199510bf3f0f1cc9743dff3f88d5c83a1
icon_corner_plus_dark@2x.png,.png,20,20,,0cf9782e8b6f3b99cd45091922eab7e0204cc93b
icon_corner_plus_dark@3x.png,.png,30,30,,c679a93004a2872dd8dd77333b4a36d92450d41f
icon_corner_plus_expanded@2x.png,.png,28,28,,41ab6287949705b4ca72c76b66117749c0e33537
icon_corner_plus_expanded@3x.png,.png,42,42,,d591b09128455572c2da11c9958ea8d5a4f8db3f
icon_correction_arrow@2x.png,.png,26,18,correction,34b30ca55e920d17e081fc4d66b60214913604b6
icon_correction_arrow@3x.png,.png,39,27,correction,43aef86427e54332a8f9675d09e8b207037d4a5e
icon_correction_detail_allcorrected.png,.png,156,156,correction,11699e83bab243d6ea5d5b2bf44f37f10b05ff46
icon_correction_detail_empty.png,.png,156,156,correction,64c5f01f95a5894ec96d44acb934e9556a2e41a6
icon_correction_expand@2x.png,.png,16,28,correction,8fdb01279c1c4056052837f1d7ae84c1da872ff3
icon_correction_expand@3x.png,.png,24,42,correction,85a669a31591affc425d0dbc993b90c36b8acaba
icon_devicesync_empty_view@2x.png,.png,105,104,,4b43631e402c052cfcef197b458ce82d215aa3f5
icon_devicesync_empty_view@3x.png,.png,157,156,,cd16ab584d728eda2f7beab46705a68f28fb9bc0
icon_direction@2x.png,.png,48,56,,3b860c86bfa876561921200da0311e66168d3fbe
icon_direction@3x.png,.png,72,84,,a7015369fbe1f93097b9cada5d352fcd2cfd4106
icon_emoji_kbshown_more@2x.png,.png,48,48,emoji,27a8d5ff218c825e12945e18c330e6cca026d2ab
icon_emoji_kbshown_more@3x.png,.png,72,72,emoji,1e1f80056fb93b4a673553ed1750d837277c4012
icon_emoji_loading@3x.png,.png,72,72,emoji,4406a3cb4dfd2044b7d6cf19bcc88b5c209d32ae
icon_emoji_loading_dark@3x.png,.png,72,72,emoji,1f8c657e5d5d46876d7ff32d3550e0d3e8e75803
icon_emojibar_deletepress@2x.png,.png,60,60,emoji,a0667d2de4a54f2e6a413c9edd782c7c790497db
icon_emojibar_deletepress@3x.png,.png,90,90,emoji,599e860079eeeb71ec72e2b06afa1c0f43c5ec48
icon_emojikb_0@2x.png,.png,60,60,emoji,0a16cf78ae28d9ce07e3de356e8abd305c30a0d7
icon_emojikb_0@3x.png,.png,90,90,emoji,bad4933896492373e4071a8181fcc0884cef2558
icon_emojikb_1@2x.png,.png,60,60,emoji,dbac04dbe7be3cb47b60877760a2c7a6e71e6cc5
icon_emojikb_1@3x.png,.png,90,90,emoji,a1bedb6b8867eb834b18a9b36c1c540b7ed10e08
icon_emojikb_2@2x.png,.png,60,60,emoji,9db956d4e51089706deacdd871330e64e909e332
icon_emojikb_2@3x.png,.png,90,90,emoji,d76e823e9831c746b1a6711153091de85b1c0ea7
icon_emojikb_3@2x.png,.png,60,60,emoji,a5226682d5e074232c835727be566fa9069a08e7
icon_emojikb_3@3x.png,.png,90,90,emoji,e9be0c041f384b09a3c43b6afd01abd1ab1a0953
icon_emojikb_4@2x.png,.png,60,60,emoji,407bfad8423cdccd76e5c870c905b942c241267b
icon_emojikb_4@3x.png,.png,90,90,emoji,d7c49996caa4830fef0a44252ef8c072867861b2
icon_emojikb_5@2x.png,.png,60,60,emoji,9fdd25f7748d31a0c542123a5f1485e746f744a3
icon_emojikb_5@3x.png,.png,90,90,emoji,68a8b0450eba5c4b879b8eec9b10e8502a4986b4
icon_emojikb_6@2x.png,.png,60,60,emoji,56b432ed627806e6dcecf752b2c63edc66630f62
icon_emojikb_6@3x.png,.png,90,90,emoji,479af8f1d60ad8f70829e60acbf4c19a4043fb00
icon_emojikb_delete@2x.png,.png,60,60,emoji,5c1d93b097cdd4b9b74925abdeb0924c9c9e7ec2
icon_emojikb_delete@3x.png,.png,90,90,emoji,d7185abba3f21a3c390aa6aece5125bd3c723e65
icon_guanbi@2x.png,.png,48,48,,b0f9bdc7fceea5f2ab6f73464e9e58e7c383a2d3
icon_guanbi@3x.png,.png,72,72,,6bff3b41a2b68620f255d6c359f545cd3fe91d54
icon_guide_clipboard@2x.png,.png,80,80,clipboard,3d3e06e56e30d1f4cf90d145cfdafb1af23eb39b
icon_guide_clipboard@3x.png,.png,120,120,clipboard,2d868828e704e320155ccb713d6c982e8e9d7fdc
icon_guide_complete@2x.png,.png,56,56,,f604623ba58b5158ba736cf5c9f4fa88c133b3e3
icon_guide_complete@3x.png,.png,84,84,,389cb8cc88923c8e00da33ab6cdf2d10166e23cb
icon_guide_emoji@2x.png,.png,56,56,emoji,26f4e23e5b8a835fb0d7790fae416994c4a83970
icon_guide_emoji@3x.png,.png,84,84,emoji,f86bf6d4dc276aab66720c4214e72fb158589b2b
icon_hotwordlst_back@2x.png,.png,48,48,,ccae046d9ad56bd1574749c09525c2a764ed7bd2
icon_hotwordlst_back@3x.png,.png,72,72,,bd5e717ae8dda4387a8601ea09540a53030482a2
icon_illustration_gif@2x.png,.png,136,136,,4ee42e9fa00dad9f71108f933652b14f7f2aa6e3
icon_illustration_gif@3x.png,.png,204,204,,d19d761b0f0f0de5e608ab32f3331686aa457ec4
icon_key_123_bold@2x.png,.png,57,48,,a2a1598535c8e08f8fad100b44a5c3831d9c8440
icon_key_123_bold@3x.png,.png,85,72,,ec565c3613dac1508303a51aafeefa7b5932bd02
icon_key_add@2x.png,.png,24,24,,654576e7e59754be8bd5e9468768b7dfcbe0afe4
icon_key_add@3x.png,.png,36,36,,b8767d674e73eac0221e3843b3f5f25ec0200f31
icon_key_arrow@2x.png,.png,15,24,,9b33ad19072f92cea7913466a118a25a196a20b4
icon_key_arrow@3x.png,.png,22,36,,95ea2f2829eeaf5570c32347739351900ac00361
icon_key_delete@2x.png,.png,48,48,,a8f0ee4ba18506606edfe5407d239f4497bd4367
icon_key_delete@3x.png,.png,72,72,,087d0fe5c0643666287553d1ffc2eb46d6ec34f5
icon_key_t26_voice@2x.png,.png,48,48,voice,6efc84ff09b727a0a44eee0e8d3ecf483a87d280
icon_key_t26_voice@3x.png,.png,72,72,voice,2a322b228696b6bc9e695e9ff8df7d1138694cb8
icon_key_t9_voice@2x.png,.png,48,48,voice,4bfac7b7e8f33901cc522802e47a249e36623d27
icon_key_t9_voice@3x.png,.png,72,72,voice,7dab2f5112ac9d8f62a58e4be7d1c4bc87582cfb
icon_key_withdraw@2x.png,.png,48,48,,e6a746cf37a074a2aac8edfa1d165c966b9d9d1d
icon_key_withdraw@3x.png,.png,72,72,,98c95d11886a238851a0a21e44485d056531b31e
icon_keybar_clipboard_24@2x.png,.png,48,48,clipboard,25e7f9cb8e87d325b4dc43dcb61922bc5ef2147e
icon_keybar_clipboard_24@3x.png,.png,72,72,clipboard,9fab4680e6e43afe11b9c4b9e46d79665fdfab95
icon_keybar_clipboard_delete@2x.png,.png,48,48,clipboard,6e417ad713eb484e470460824965c2898690e242
icon_keybar_clipboard_delete@3x.png,.png,72,72,clipboard,ccbcc6b7dc3ba0372a4771d5fc3489149067b285
icon_keybar_clipboard_set_more@2x.png,.png,48,48,clipboard,bcbd00cd868bb50c5ace0a732df32561f4a2a574
icon_keybar_clipboard_set_more@3x.png,.png,72,72,clipboard,4c02a06df31aaa8f9e335c49b4695b82600cd080
icon_keybar_clipboard_settings@2x.png,.png,48,48,clipboard,857231d80539c1d3a7c1edd611bfb5a4ce6e2294
icon_keybar_clipboard_settings@3x.png,.png,72,72,clipboard,84950a7e209773709ab614230f4d447c577971a5
icon_keybar_complete@2x.png,.png,68,68,,7fa0e7b1aacd97102e30eb4434d913ee96dd97f7
icon_keybar_complete@3x.png,.png,102,102,,ef86b5bccd80de4567dd4c3e3f9b06519439eed1
icon_keybar_complete_dark@2x.png,.png,68,68,,7fa0e7b1aacd97102e30eb4434d913ee96dd97f7
icon_keybar_complete_dark@3x.png,.png,102,102,,ef86b5bccd80de4567dd4c3e3f9b06519439eed1
icon_keybar_option_emoji@2x.png,.png,48,48,emoji,932730868d8a435b6028f5fe8e2b550efdaf1303
icon_keybar_option_emoji@3x.png,.png,72,72,emoji,52886c7606ca40cca2d527de7cea295ee4615bf0
icon_keybar_option_gif@2x.png,.png,60,60,,cbf1737554d61be9c75579fcf0cb841eee9d0d5d
icon_keybar_option_gif@3x.png,.png,90,90,,0fb6384a8f1a4e68c5de643df8f71ba59960ba76
icon_keybar_option_sticker@2x.png,.png,40,40,emoji,840d1b673f60c4d8d08e48300045d60277f5eeee
icon_keybar_option_sticker@3x.png,.png,60,60,emoji,1e37ead8e21091fcd67720b4c94b612426d7aa6a
icon_keybar_setup@2x.png,.png,48,48,,8e6ff9f6efe749a63300480c3bee9e0ae9b8ddac
icon_keybar_setup@3x.png,.png,72,72,,9322b58b1b18da5c37d2bfb11dc8044b9bab19b1
icon_keybar_update@2x.png,.png,32,32,,9cdd8c2c5346497910309e57d0cd8b5251dbad2f
icon_keybar_update@3x.png,.png,48,48,,0c1c83cbb60b14ada19c5f919b0e9dcd2fec9be4
icon_keybar_voice_switch@2x.png,.png,48,48,voice,68a7f502823383fa90022b03da73b660d44cd1d6
icon_keybar_voice_switch@3x.png,.png,72,72,voice,a8ce5b72cf100795d6fad5cb99b0c4f507fe48d9
icon_keyboardbar_close@2x.png,.png,48,48,keyboard,3f66709497fd830977dc9a18a2c0fd0790bdc7d0
icon_keyboardbar_close@3x.png,.png,72,72,keyboard,0a6e102b8f807bee51f2a9890e691fe7475c4d8c
icon_keys_bi_pin@2x.png,.png,48,48,keyboard,b0c270a4cb6f5d0e6bada284dd6939b96c291d96
icon_keys_bi_pin@3x.png,.png,72,72,keyboard,4e3084b8fae43c85b568720f833895e194d78e98
icon_keys_bi_pin_dark@2x.png,.png,48,48,keyboard,3d27ecc30657eb3c446e6af50e78c04b6900b798
icon_keys_bi_pin_dark@3x.png,.png,72,72,keyboard,bbbb205df970f1b54cd4ad74c4724ccf8ce4b2b9
icon_keys_capslock@2x.png,.png,48,48,keyboard,4832587f6acb93e84ca6b08213aded8fb158ae5c
icon_keys_capslock@3x.png,.png,72,72,keyboard,96e047bf832d051133446a7246c09936dba93319
icon_keys_capslocked@2x.png,.png,48,48,keyboard,0a5a1974f8e9c6dbdd2852aac1fce5bdd0fc122d
icon_keys_capslocked@3x.png,.png,72,72,keyboard,500f5b4dcfc79e210c8d4aed3c42389a3785bc29
icon_keys_delete@2x.png,.png,48,48,keyboard,ea4eca9ff8ceb8e07e152433a700bfbfd8034db6
icon_keys_delete@3x.png,.png,72,72,keyboard,78d7f099c6e794297f955b9c9732a690c3354112
icon_keys_deletepress@2x.png,.png,48,48,keyboard,47557655653d124c73291ade83c6e86e874a9278
icon_keys_deletepress@3x.png,.png,72,72,keyboard,22e4fb90933d469c79b2eafb6721e3f87f298b60
icon_keys_emoji@2x.png,.png,48,48,emoji,fb9f885037317c55fc0920348045e6f30352b67b
icon_keys_emoji@3x.png,.png,72,72,emoji,bcb517e4c09e857ca5ca99b7e011a940b75c327e
icon_keys_english_dark@2x.png,.png,48,48,keyboard,796bd496a8230ea34cccfebf965ff7f4abca7afe
icon_keys_english_dark@3x.png,.png,72,72,keyboard,5fc977ab456afe30b46c0650044a74e155eea258
icon_keys_englishshuangpin_dark@2x.png,.png,48,48,keyboard,8e05e388256c131344e0038dafb5ed6652871507
icon_keys_englishshuangpin_dark@3x.png,.png,72,72,keyboard,6639fdb8ca08aa0dba66f558a6b5a5f194f617cb
icon_keys_globe@2x.png,.png,48,48,keyboard,afec276afd5441e5b7dab7a66df486e320f4d83f
icon_keys_globe@3x.png,.png,72,72,keyboard,ac214ede58884dd3921efc1d20a56bb8eb650f83
icon_keys_number9@2x.png,.png,49,48,keyboard,088827618a8aec0de8fce3b88ad061ac53063899
icon_keys_number9@3x.png,.png,73,72,keyboard,d7d0901e2d35fb0184205179e42ae3f1c860e05b
icon_keys_outlinedcapslock@2x.png,.png,48,48,keyboard,8fcc50ff51b53c29f02a4c27ab81f2666c5e1f97
icon_keys_outlinedcapslock@3x.png,.png,72,72,keyboard,c0769552472cc1d444956b3625225ce83891c7e2
icon_keys_pin_bi@2x.png,.png,48,48,keyboard,64affc738693bf8571c993735b3dc92cd2f2f157
icon_keys_pin_bi@3x.png,.png,72,72,keyboard,edfec5247f2b9b1aad205eefbb8e7e409c32d335
icon_keys_pin_bi_dark@2x.png,.png,48,48,keyboard,011cfaaabe7f0353560dd310f43245ffd30171b4
icon_keys_pin_bi_dark@3x.png,.png,72,72,keyboard,9380f71d2a5d40638ce9156ae8b2990dae4ffbc9
icon_keys_pin_xie@2x.png,.png,48,48,keyboard,5e9fec8ffcda49cad84bb81d2d2dce8e0cd289e6
icon_keys_pin_xie@3x.png,.png,72,72,keyboard,03a0751bc29a9efb6880279a3550c9e4b90707c4
icon_keys_pin_xie_dark@2x.png,.png,48,48,keyboard,5d4ab696fd10be734cbc401f4a6b2fcf63539acc
icon_keys_pin_xie_dark@3x.png,.png,72,72,keyboard,26d433a16e8335689b2ff4b66be382e775599af4
